House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
9,Glorious Common,Joseph,Ellis,34,Son,Widowed,Male,Unemployed,None,None
10,Glorious Common,Phillip,Pollard,36,Head,Single,Male,Manufacturing engineer,None,Methodist
10,Glorious Common,Christine,Mitchell,34,Partner,Single,Female,"Psychologist, educational",None,Methodist
11,Glorious Common,Rosemary,Norman,59,Head,Married,Female,Acupuncturist,None,Catholic
11,Glorious Common,Martin,Norman,60,Husband,Married,Male,Unemployed,None,Catholic
12,Glorious Common,Anna,Smith,66,Head,Widowed,Female,"Designer, interior/spatial",None,Christian
12,Glorious Common,Garry,Smith,27,Son,Single,Male,Seismic interpreter,None,None
12,Glorious Common,Stephanie,Smith,21,Daughter,Divorced,Female,University Student,None,None
12,Glorious Common,Leon,Smith,18,Son,Single,Male,Student,None,None
13,Glorious Common,Paula,Marshall,48,Head,Married,Female,Unemployed,None,Christian
13,Glorious Common,Gavin,Stevens,50,Husband,Married,Male,"Therapist, occupational",None,None
13,Glorious Common,Kyle,Hunt,23,Nephew,Single,Male,Unemployed,None,None
13,Glorious Common,Luke,Hunt,20,Nephew,Single,Male,University Student,None,Christian
13,Glorious Common,Claire,Doherty,15,Neice,NA,Female,Student,None,NA
14,Glorious Common,Irene,Bell-Metcalfe,66,Head,Married,Female,Unemployed,None,Christian
14,Glorious Common,Adrian,Bell-Metcalfe,66,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,None
14,Glorious Common,Natalie,Bell-Metcalfe,11,Granddaughter,NA,Female,Student,None,NA
1,Taurus Street,Sian,Stevens,43,Head,Single,Female,Art therapist,None,Christian
1,Taurus Street,Jacob,Taylor,44,Partner,Single,Male,"Nurse, learning disability",None,None
2,Taurus Street,Geraldine,Gibson,48,Head,Married,Female,Science writer,None,None
2,Taurus Street,Sean,Gibson,51,Husband,Married,Male,Outdoor activities/education manager,None,None
2,Taurus Street,Bethan,Price-Gibson,31,Daughter,Single,Female,Magazine features editor,None,None
2,Taurus Street,Marcus,Price-Gibson,9,Son,NA,Male,Student,None,NA
3,Taurus Street,Charlotte,Ross,75,Head,Divorced,Female,Retired Structural engineer,None,None
4,Taurus Street,Carol,King,65,Head,Married,Female,Proofreader,None,None
4,Taurus Street,Marc,King,68,Husband,Married,Male,"Retired Geologist, engineering",None,None
1,Hope Crossing,Marilyn,Williams,52,Head,Single,Female,Social worker,None,Christian
1,Hope Crossing,Kyle,Ashton,54,Partner,Single,Male,Multimedia specialist,None,None
1,Hope Crossing,Nicole,Williams,17,Daughter,NA,Female,Student,None,NA
2,Hope Crossing,Adam,Turner,30,Head,Single,Male,"Engineer, electronics",None,None
2,Hope Crossing,Kerry,Wallis,27,Partner,Single,Female,Arts administrator,None,None
3,Hope Crossing,Josephine,Hussain,33,Head,Divorced,Female,Unemployed,None,None
4,Hope Crossing,Melanie,Patterson,50,Head,Married,Female,"Lecturer, further education",None,Catholic
4,Hope Crossing,Danny,Patterson,50,Husband,Married,Male,Sport and exercise psychologist,None,None
4,Hope Crossing,Nicola,Patterson,35,Daughter,Single,Female,Telecommunications researcher,None,Catholic
1,Ambrosia Avenue,Hilary,Smith,36,Head,Married,Female,Research scientist (maths),None,Methodist
1,Ambrosia Avenue,Joel,Smith,33,Husband,Married,Male,Financial trader,None,Methodist
1,Ambrosia Avenue,Ricky,Smith,17,Son,NA,Male,Student,None,NA
2,Ambrosia Avenue,Alexander,Smith,52,Head,Single,Male,Purchasing manager,None,Christian
2,Ambrosia Avenue,Abigail,Stephenson,33,None,Single,Female,Forensic scientist,None,None
2,Ambrosia Avenue,Natasha,Holloway,42,None,Single,Female,"Psychotherapist, child",None,Christian
2,Ambrosia Avenue,Samuel,Hill,50,None,Single,Male,Historic buildings inspector/conservation officer,None,None
3,Ambrosia Avenue,Shaun,Hopkins,39,Head,Married,Male,Production engineer,None,None
3,Ambrosia Avenue,Anna,Hopkins,31,Wife,Married,Female,Quality manager,None,None
3,Ambrosia Avenue,Brian,Hopkins,1,Son,NA,Male,Child,None,NA
3,Ambrosia Avenue,Scott,Doyle,61,Lodger,Divorced,Male,Museum/gallery exhibitions officer,None,None
4,Ambrosia Avenue,Mary,Bolton,56,Head,Single,Female,Data processing manager,None,Methodist
4,Ambrosia Avenue,Tony,Bolton,36,Son,Single,Male,"Scientist, audiological",None,None
4,Ambrosia Avenue,Jonathan,Bolton,30,Son,Single,Male,Veterinary surgeon,None,Methodist
5,Ambrosia Avenue,Laura,Turner,56,Head,Single,Female,Unemployed,None,Christian
5,Ambrosia Avenue,Scott,Turner,32,Son,Single,Male,Investment analyst,None,Christian
6,Ambrosia Avenue,Catherine,Turnbull,67,Head,Married,Female,"Surveyor, building control",None,Methodist
6,Ambrosia Avenue,Antony,Turnbull,69,Husband,Married,Male,Retired Hospital pharmacist,None,None
7,Ambrosia Avenue,Jordan,Thompson,66,Head,Married,Male,"Secretary, company",None,None
7,Ambrosia Avenue,Carole,Thompson,65,Wife,Married,Female,Advertising account executive,None,None
8,Ambrosia Avenue,Carly,Evans,46,Head,Married,Female,Wellsite geologist,None,Catholic
8,Ambrosia Avenue,Martin,Evans,48,Husband,Married,Male,Advertising account planner,None,Catholic
8,Ambrosia Avenue,Reece,Evans,10,Son,NA,Male,Student,None,NA
8,Ambrosia Avenue,Donna,Evans,6,Daughter,NA,Female,Student,None,NA
9,Ambrosia Avenue,Alan,Harrison,60,Head,Single,Male,Medical sales representative,None,Christian
10,Ambrosia Avenue,Dale,James,71,Head,Widowed,Male,Retired Paramedic,None,Christian
11,Ambrosia Avenue,Katie,Harris,40,Head,Married,Female,Unemployed,None,Catholic
11,Ambrosia Avenue,Philip,Harris,40,Husband,Married,Male,Chartered public finance accountant,None,None
12,Ambrosia Avenue,Owen,Smith,69,Head,Married,Male,Retired Adult guidance worker,None,None
12,Ambrosia Avenue,Elizabeth,Smith,70,Wife,Married,Female,"Retired Engineer, civil (consulting)",None,None
13,Ambrosia Avenue,Ruth,Mitchell,65,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
13,Ambrosia Avenue,Karl,Mitchell,69,Husband,Married,Male,Retired Ranger/warden,None,None
14,Ambrosia Avenue,Gerard,Gibson,78,Head,Divorced,Male,Retired Further education lecturer,None,Christian
15,Ambrosia Avenue,Katy,Baldwin,70,Head,Married,Female,Retired Product manager,None,Christian
15,Ambrosia Avenue,Stanley,Baldwin,75,Husband,Married,Male,Retired Fish farm manager,None,Christian
16,Ambrosia Avenue,Alexandra,Hewitt,35,Head,Single,Female,Radio producer,None,Catholic
17,Ambrosia Avenue,Christian,Clark,61,Head,Single,Male,Petroleum engineer,None,None
17,Ambrosia Avenue,Julie,Pearce,10,Granddaughter,NA,Female,Student,None,NA
18,Ambrosia Avenue,Norman,Alexander,62,Head,Single,Male,"Therapist, music",None,Christian
18,Ambrosia Avenue,Rita,Adams,44,None,Single,Female,Unemployed,None,Christian
18,Ambrosia Avenue,Howard,Campbell,33,None,Single,Male,Best boy,None,Christian
19,Ambrosia Avenue,Frances,Horton,29,Head,Married,Female,Multimedia specialist,None,Catholic
19,Ambrosia Avenue,James,Horton,32,Husband,Married,Male,"Psychologist, forensic",None,Catholic
20,Ambrosia Avenue,Leanne,Stone,41,Head,Divorced,Female,"Designer, jewellery",None,Catholic
21,Ambrosia Avenue,Derek,Roberts,51,Head,Single,Male,Museum/gallery curator,None,Christian
21,Ambrosia Avenue,Hilary,Barlow,52,Partner,Single,Female,English as a foreign language teacher,None,Christian
22,Ambrosia Avenue,Carole,Thompson,47,Head,Married,Female,Public relations officer,None,None
22,Ambrosia Avenue,Wayne,Thompson,45,Husband,Married,Male,Economist,None,None
22,Ambrosia Avenue,Jordan,Thompson,15,Son,NA,Male,Student,None,NA
23,Ambrosia Avenue,Deborah,Bray,18,Head,Single,Female,Student,None,NA
24,Ambrosia Avenue,Beverley,Jackson,43,Head,Divorced,Female,Learning mentor,None,None
24,Ambrosia Avenue,Nicole,Jackson,12,Daughter,NA,Female,Student,None,NA
25,Ambrosia Avenue,Charles,Lewis,31,Head,Single,Male,Interpreter,None,None
26,Ambrosia Avenue,Hilary,Davies,38,Head,Single,Female,Human resources officer,None,None
26,Ambrosia Avenue,Robert,Warren,39,Partner,Single,Male,Sales promotion account executive,None,None
26,Ambrosia Avenue,Jean,Davies,7,Daughter,NA,Female,Student,None,NA
26,Ambrosia Avenue,Mohamed,Davies,5,Son,NA,Male,Student,None,NA
27,Ambrosia Avenue,Leanne,Carr,63,Head,Married,Female,Secondary school teacher,None,None
27,Ambrosia Avenue,Allan,Carr,69,Husband,Married,Male,Retired Water engineer,None,None
27,Ambrosia Avenue,George,Clark-Carr,40,Son,Single,Male,"Physicist, medical",None,None
27,Ambrosia Avenue,Adam,Clark-Carr,36,Son,Single,Male,Metallurgist,None,None
27,Ambrosia Avenue,Julia,Clark-Carr,32,Adopted Daughter,Single,Female,Conference centre manager,None,None
28,Ambrosia Avenue,Max,Andrews,40,Head,Single,Male,Teaching laboratory technician,None,Methodist
28,Ambrosia Avenue,Samantha,Andrews,3,Daughter,NA,Female,Child,None,NA
29,Ambrosia Avenue,Dennis,Davis,67,Head,Single,Male,Engineering geologist,None,Catholic
29,Ambrosia Avenue,Paul,Davis,21,Son,Single,Male,University Student,None,Catholic
1,Duffy Avenue,Shirley,John,45,Head,Married,Female,"Engineer, chemical",None,Christian
1,Duffy Avenue,Gregory,John,45,Husband,Married,Male,"Designer, industrial/product",None,Christian
1,Duffy Avenue,Stephanie,John,19,Daughter,Single,Female,University Student,None,None
1,Duffy Avenue,Christian,John,16,Son,NA,Male,Student,None,NA
2,Duffy Avenue,Stephanie,James,81,Head,Widowed,Female,Retired Interpreter,None,None
2,Duffy Avenue,Ben,James,42,Son,Single,Male,Press sub,None,None
3,Duffy Avenue,Sara,Pearson,43,Head,Single,Female,Unemployed,None,None
3,Duffy Avenue,Philip,Miller,44,Partner,Single,Male,Quarry manager,None,None
3,Duffy Avenue,Alice,Pearson,12,Daughter,NA,Female,Student,None,NA
3,Duffy Avenue,Rachel,Pearson,10,Daughter,NA,Female,Student,None,NA
4,Duffy Avenue,Bethany,Bennett,48,Head,Married,Female,Unemployed,None,None
4,Duffy Avenue,Clifford,Bennett,46,Husband,Married,Male,Horticultural therapist,None,None
4,Duffy Avenue,Ross,Bennett,14,Son,NA,Male,Student,None,NA
4,Duffy Avenue,Rosie,Bennett,12,Daughter,NA,Female,Student,None,NA
5,Duffy Avenue,Molly,Davies,46,Head,Married,Female,"Horticulturist, commercial",None,Christian
5,Duffy Avenue,Shaun,Davies,47,Husband,Married,Male,Unemployed,None,Christian
5,Duffy Avenue,Tracey,Davies,16,Daughter,NA,Female,Student,None,NA
5,Duffy Avenue,Georgina,Davies,15,Daughter,NA,Female,Student,None,NA
5,Duffy Avenue,Margaret,Davies,14,Daughter,NA,Female,Student,None,NA
5,Duffy Avenue,Samantha,Davies,8,Daughter,NA,Female,Student,None,NA
6,Duffy Avenue,Cheryl,Rahman,47,Head,Married,Female,"Engineer, mining",None,Methodist
6,Duffy Avenue,Leslie,Rahman,53,Husband,Married,Male,Dentist,None,Methodist
6,Duffy Avenue,Amanda,Wilkinson,11,Daughter,NA,Female,Student,None,NA
6,Duffy Avenue,Carly,Wilkinson,9,Daughter,NA,Female,Student,None,NA
7,Duffy Avenue,Kayleigh,Atkins,42,Head,Single,Female,Insurance risk surveyor,None,Catholic
7,Duffy Avenue,Hugh,Harris,44,Partner,Single,Male,Leisure centre manager,None,None
7,Duffy Avenue,Leon,Nixon,42,Lodger,Single,Male,Chief Executive Officer,None,None
7,Duffy Avenue,Sara,Green,43,Lodger,Single,Female,Personal assistant,None,None
8,Duffy Avenue,Jayne,Walters,52,Head,Married,Female,Information systems manager,None,None
8,Duffy Avenue,Jeremy,Walters,57,Husband,Married,Male,Production engineer,None,None
9,Duffy Avenue,Scott,Russell,21,Head,Married,Male,University Student,None,Christian
9,Duffy Avenue,Lynda,Russell,19,Wife,Married,Female,University Student,None,Christian
10,Duffy Avenue,Deborah,Jones,29,Head,Married,Female,Surgeon,None,Catholic
10,Duffy Avenue,Aaron,Berry,28,Husband,Married,Male,"Accountant, chartered public finance",None,None
10,Duffy Avenue,Geraldine,Jones,12,Daughter,NA,Female,Student,None,NA
10,Duffy Avenue,Martyn,Jones,10,Son,NA,Male,Student,None,NA
11,Duffy Avenue,Dawn,Cook,64,Head,Married,Female,Film/video editor,None,Catholic
11,Duffy Avenue,Justin,Cook,70,Husband,Married,Male,Retired Health promotion specialist,None,Catholic
11,Duffy Avenue,Maureen,Cook,29,Daughter,Divorced,Female,"Designer, industrial/product",None,Catholic
11,Duffy Avenue,Danny,Cook,27,Son,Single,Male,"Scientist, marine",None,Catholic
11,Duffy Avenue,Lisa,Cook,6,Daughter,NA,Female,Student,None,NA
12,Duffy Avenue,Joanna,Lord,32,Head,Married,Female,Clothing/textile technologist,None,Christian
12,Duffy Avenue,Duncan,Lord,34,Husband,Married,Male,"Therapist, art",None,Christian
12,Duffy Avenue,Gillian,Lord,11,Daughter,NA,Female,Student,None,NA
12,Duffy Avenue,Katie,Lord,9,Daughter,NA,Female,Student,None,NA
12,Duffy Avenue,Robin,Lord,9,Son,NA,Male,Student,None,NA
13,Duffy Avenue,Alice,Matthews,71,Head,Married,Female,Retired Horticultural therapist,None,None
13,Duffy Avenue,Terry,Matthews,72,Husband,Married,Male,Retired Chemical engineer,None,None
14,Duffy Avenue,Suzanne,Hutchinson,47,Head,Single,Female,"Therapist, drama",None,None
14,Duffy Avenue,Alex,James,64,None,Single,Male,Clinical cytogeneticist,None,Christian
14,Duffy Avenue,Nicholas,Rhodes,62,None,Single,Male,Control and instrumentation engineer,None,None
14,Duffy Avenue,Jacqueline,Yates,46,None,Single,Female,Public affairs consultant,None,Catholic
14,Duffy Avenue,Diane,Marsh,37,None,Single,Female,Adult guidance worker,None,None
15,Duffy Avenue,Sarah,Kirby,44,Head,Married,Female,Administrator,None,Christian
15,Duffy Avenue,Anthony,Kirby,45,Husband,Married,Male,Dentist,None,Christian
15,Duffy Avenue,Thomas,Davies,21,Lodger,Single,Male,University Student,None,None
16,Duffy Avenue,Katy,Banks,37,Head,Single,Female,Land,None,Methodist
16,Duffy Avenue,Rosemary,Owen,9,Daughter,NA,Female,Student,None,NA
16,Duffy Avenue,Hilary,Owen,6,Daughter,NA,Female,Student,None,NA
17,Duffy Avenue,Jodie,Wright,53,Head,Divorced,Female,"Engineer, production",None,Christian
17,Duffy Avenue,Anna,Wright,18,Daughter,Divorced,Female,Student,None,Christian
17,Duffy Avenue,Hazel,Wright,16,Daughter,NA,Female,Student,None,NA
18,Duffy Avenue,John,Chapman,39,Head,Married,Male,"Engineer, materials",None,Catholic
18,Duffy Avenue,Eleanor,Chapman,37,Wife,Married,Female,"Copywriter, advertising",None,None
19,Duffy Avenue,Amber,Walsh,31,Head,Married,Female,"Designer, jewellery",None,None
19,Duffy Avenue,Derek,Walsh,36,Husband,Married,Male,Tax adviser,None,None
19,Duffy Avenue,Glenn,Walsh,9,Son,NA,Male,Student,None,NA
19,Duffy Avenue,Sean,Walsh,8,Son,NA,Male,Student,None,NA
19,Duffy Avenue,Lynn,Walsh,4,Daughter,NA,Female,Child,None,NA
20,Duffy Avenue,Amy,White,34,Head,Married,Female,Games developer,None,Sikh
20,Duffy Avenue,Donald,White,34,Husband,Married,Male,"Engineer, technical sales",None,Sikh
20,Duffy Avenue,Carolyn,White,14,Daughter,NA,Female,Student,None,NA
20,Duffy Avenue,Oliver,White,10,Son,NA,Male,Student,None,NA
21,Duffy Avenue,Harriet,Duffy,41,Head,Single,Female,Heritage manager,None,Christian
21,Duffy Avenue,Alice,Duffy,16,Daughter,NA,Female,Student,None,NA
22,Duffy Avenue,Jacqueline,Hodgson,70,Head,Married,Female,Retired Hotel manager,None,Methodist
22,Duffy Avenue,William,Hodgson,71,Husband,Married,Male,Retired Glass blower/designer,None,Methodist
22,Duffy Avenue,Aimee,Hodgson,44,Daughter,Single,Female,"Psychologist, occupational",None,Methodist
22,Duffy Avenue,Vanessa,Hodgson,42,Daughter,Divorced,Female,Psychiatrist,None,Methodist
23,Duffy Avenue,Rebecca,Gordon,66,Head,Widowed,Female,Fish farm manager,None,Christian
23,Duffy Avenue,Simon,Gordon,29,Son,Single,Male,Medical physicist,None,None
23,Duffy Avenue,Pauline,Gordon,25,Daughter,Single,Female,Unemployed,None,None
23,Duffy Avenue,Gordon,Gordon,24,Son,Single,Male,Unemployed,None,Christian
24,Duffy Avenue,Jean,Stokes,39,Head,Single,Female,Unemployed,None,Christian
24,Duffy Avenue,Andrea,Stokes,14,Daughter,NA,Female,Student,None,NA
24,Duffy Avenue,Robin,Stokes,10,Son,NA,Male,Student,None,NA
24,Duffy Avenue,Jade,Stokes,7,Daughter,NA,Female,Student,None,NA
25,Duffy Avenue,Josephine,Gregory,48,Head,Married,Female,Marketing executive,None,Catholic
25,Duffy Avenue,Graham,Gregory,47,Husband,Married,Male,Higher education lecturer,None,None
25,Duffy Avenue,Graham,Gregory,18,Son,Widowed,Male,Student,None,Catholic
25,Duffy Avenue,Marion,Gregory,15,Daughter,NA,Female,Student,None,NA
26,Duffy Avenue,Suzanne,Carter,33,Head,Single,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
26,Duffy Avenue,Robert,Freeman,37,Partner,Single,Male,Orthoptist,None,None
26,Duffy Avenue,Abdul,Carter,2,Son,NA,Male,Child,None,NA
26,Duffy Avenue,Nicholas,Wood,62,Visitor,Divorced,Male,Product designer,None,Christian
27,Duffy Avenue,Beth,Murray,62,Head,Married,Female,Amenity horticulturist,None,Christian
27,Duffy Avenue,Lewis,Murray,66,Husband,Married,Male,Amenity horticulturist,None,Christian
27,Duffy Avenue,Leonard,Murray,29,Son,Single,Male,"Nurse, adult",None,Christian
27,Duffy Avenue,Irene,Murray,26,Daughter,Single,Female,Magazine journalist,None,Christian
27,Duffy Avenue,Lynn,Murray,26,Daughter,Single,Female,Press photographer,None,Christian
27,Duffy Avenue,Jane,Murray,24,Daughter,Single,Female,Leisure centre manager,None,Christian
28,Duffy Avenue,Edward,Lloyd,25,Head,Divorced,Male,Unemployed,None,None
28,Duffy Avenue,Duncan,Lloyd,5,Son,NA,Male,Student,None,NA
28,Duffy Avenue,Shirley,Lloyd,2,Daughter,NA,Female,Child,None,NA
28,Duffy Avenue,Laura,McDonald,54,Lodger,Divorced,Female,Animal technologist,None,None
29,Duffy Avenue,Ellie,Davidson,26,Head,Single,Female,Unemployed,None,Christian
30,Duffy Avenue,Grace,White,49,Head,Single,Female,Comptroller,None,Christian
30,Duffy Avenue,Leonard,White,20,Son,Single,Male,University Student,None,Christian
30,Duffy Avenue,Thomas,White,18,Son,Single,Male,Student,None,Christian
30,Duffy Avenue,Nigel,White,15,Son,NA,Male,Student,None,NA
31,Duffy Avenue,Jack,Bird,32,Head,Single,Male,"Investment banker, operational",None,Christian
31,Duffy Avenue,Nigel,Palmer,36,None,Single,Male,Historic buildings inspector/conservation officer,None,None
31,Duffy Avenue,Alison,Griffiths,38,None,Single,Female,Community arts worker,None,Catholic
31,Duffy Avenue,Kyle,Bryan,53,None,Single,Male,"Engineer, automotive",None,None
32,Duffy Avenue,Alice,Thomson,31,Head,Single,Female,"Teacher, music",None,None
32,Duffy Avenue,Denise,Thomson,3,Daughter,NA,Female,Child,None,NA
32,Duffy Avenue,Stephen,Smith,27,Lodger,Single,Male,Hospital pharmacist,None,None
32,Duffy Avenue,Vincent,Ball,20,Lodger,Single,Male,University Student,None,None
1,Canary Road,Ross,Hughes,22,Head,Married,Male,University Student,None,Catholic
1,Canary Road,Jayne,Hughes,22,Wife,Married,Female,University Student,None,Catholic
1,Canary Road,Dorothy,Murphy,61,Lodger,Single,Female,Industrial buyer,None,None
1,Canary Road,Rhys,Singh,47,Lodger,Single,Male,Amenity horticulturist,None,None
2,Canary Road,Cheryl,Stone,39,Head,Single,Female,Unemployed,None,Catholic
2,Canary Road,Abdul,Stone,0,Son,NA,Male,Child,None,NA
3,Canary Road,Dale,Edwards,27,Head,Single,Male,Sports administrator,None,None
4,Canary Road,Lorraine,Perry,42,Head,Single,Female,Photographer,None,Christian
5,Canary Road,Kyle,Walton,28,Head,Single,Male,Telecommunications researcher,None,None
5,Canary Road,Lydia,Savage,35,None,Single,Female,Warden/ranger,None,Christian
6,Canary Road,Teresa,Scott,64,Head,Single,Female,Television/film/video producer,None,Christian
6,Canary Road,Abdul,Scott,38,Son,Single,Male,Youth worker,None,Christian
7,Canary Road,Pauline,Ellis,56,Head,Married,Female,Hospital pharmacist,None,Christian
7,Canary Road,Philip,Ellis,60,Husband,Married,Male,Clothing/textile technologist,None,Christian
8,Canary Road,Maurice,Moran,74,Head,Married,Male,Retired Futures trader,None,Christian
8,Canary Road,Carole,Moran,72,Wife,Married,Female,"Retired Therapist, nutritional",None,None
9,Canary Road,Yvonne,Brown,28,Head,Married,Female,Building surveyor,None,None
9,Canary Road,Mohammad,Brown,30,Husband,Married,Male,Chartered legal executive (England and Wales),None,None
10,Canary Road,Josh,Powell,54,Head,Single,Male,Further education lecturer,None,Methodist
10,Canary Road,Jenna,Robertson,42,None,Single,Female,Unemployed,None,None
11,Canary Road,Bernard,Lynch,59,Head,Divorced,Male,Computer games developer,None,Christian
12,Canary Road,Denise,Ball,58,Head,Widowed,Female,Estate agent,None,Christian
12,Canary Road,Bryan,Ball,31,Son,Single,Male,Music tutor,None,Christian
12,Canary Road,Lorraine,Ball,30,Daughter,Divorced,Female,Radio producer,None,None
12,Canary Road,Raymond,Ball,26,Son,Widowed,Male,"Radiographer, diagnostic",None,Christian
13,Canary Road,Jasmine,Phillips,69,Head,Married,Female,Retired Exercise physiologist,None,Methodist
13,Canary Road,Shane,Phillips,71,Husband,Married,Male,Retired Tourism officer,None,Methodist
14,Canary Road,Hugh,Baker,40,Head,Widowed,Male,Film/video editor,None,None
14,Canary Road,Max,Holland,13,Step-Son,NA,Male,Student,None,NA
15,Canary Road,Sarah,Hall,66,Head,Married,Female,Barrister,None,Christian
15,Canary Road,Mark,Hall,68,Husband,Married,Male,Retired Camera operator,None,Christian
16,Canary Road,Jay,Tucker,21,Head,Divorced,Male,University Student,None,None
17,Canary Road,Victoria,Fraser,81,Head,Single,Female,Retired Environmental consultant,None,None
18,Canary Road,Lisa,Quinn,31,Head,Married,Female,Police officer,None,None
18,Canary Road,Phillip,Quinn,33,Husband,Married,Male,Unemployed,None,None
18,Canary Road,Yvonne,Quinn,9,Daughter,NA,Female,Student,None,NA
18,Canary Road,Martin,Quinn,7,Son,NA,Male,Student,None,NA
19,Canary Road,Mary,Hunt,41,Head,Single,Female,Health visitor,None,Christian
19,Canary Road,Jasmine,Hunt,20,Daughter,Widowed,Female,University Student,None,Christian
19,Canary Road,Kirsty,Hunt,17,Daughter,NA,Female,Student,None,NA
19,Canary Road,Jane,Hunt,17,Daughter,NA,Female,Student,None,NA
20,Canary Road,Jessica,Webb,30,Head,Single,Female,Unemployed,None,None
20,Canary Road,Donald,Webb,2,Son,NA,Male,Child,None,NA
21,Canary Road,Kelly,Lambert,53,Head,Married,Female,Music tutor,None,Christian
21,Canary Road,Bernard,Lambert,57,Husband,Married,Male,Ceramics designer,None,Christian
21,Canary Road,Fiona,Lambert,21,Daughter,Single,Female,University Student,None,None
22,Canary Road,Tracey,Owens,50,Head,Single,Female,"Production assistant, television",None,None
22,Canary Road,Grace,Owens,12,Daughter,NA,Female,Student,None,NA
23,Canary Road,Sylvia,James,57,Head,Single,Female,Unemployed,None,Christian
23,Canary Road,Mohammed,Atkinson,64,Partner,Single,Male,Risk analyst,None,Christian
24,Canary Road,Graeme,Parry,66,Head,Married,Male,Minerals surveyor,None,Catholic
24,Canary Road,Nicole,Parry,60,Wife,Married,Female,"Engineer, automotive",None,None
24,Canary Road,Sian,Parry,11,Granddaughter,NA,Female,Student,None,NA
25,Canary Road,Aimee,Simpson,73,Head,Single,Female,Retired Data processing manager,None,Christian
26,Canary Road,Shirley,Smith,71,Head,Widowed,Female,Retired Translator, ,None
27,Canary Road,David,Chambers,57,Head,Single,Male,"Engineer, communications",None,None
28,Canary Road,Elliot,Parry,78,Head,Married,Male,Retired Database administrator,None,Christian
28,Canary Road,Eileen,Parry,83,Wife,Married,Female,Retired Risk manager,None,Christian
29,Canary Road,Rosemary,Ball,62,Head,Single,Female,Legal secretary,None,Methodist
30,Canary Road,Josh,Carroll,46,Head,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
30,Canary Road,Rachael,Chadwick,62,None,Single,Female,Unemployed,None,None
31,Canary Road,Sean,Smith,36,Head,Divorced,Male,Unemployed,None,Christian
31,Canary Road,Billy,Smith,4,Son,NA,Male,Child,None,NA
31,Canary Road,Lydia,Smith,3,Daughter,NA,Female,Child,None,NA
32,Canary Road,Rachael,Edwards,49,Head,Married,Female,Facilities manager,None,Christian
32,Canary Road,Glen,Jenkins,52,Husband,Married,Male,Ophthalmologist,None,Christian
32,Canary Road,Zoe,Edwards,15,Daughter,NA,Female,Student,None,NA
33,Canary Road,Sheila,Jones,23,Head,Single,Female,Further education lecturer,None,Muslim
33,Canary Road,Joanne,Johnson,40,None,Single,Female,Unemployed,None,Methodist
33,Canary Road,Kerry,Jenkins,44,None,Single,Female,Analytical chemist,None,Catholic
34,Canary Road,Cameron,Roberts,29,Head,Single,Male,Colour technologist,None,Catholic
34,Canary Road,Ellie,Black,23,None,Single,Female,"Therapist, sports",None,Muslim
34,Canary Road,Clive,Stephenson,32,None,Single,Male,"Horticulturist, amenity",None,None
35,Canary Road,Michelle,Taylor,54,Head,Single,Female,Hospital doctor,None,Christian
36,Canary Road,Stacey,Williams,34,Head,Single,Female,Mining engineer,None,Sikh
36,Canary Road,Georgina,Johnston,28,None,Single,Female,"Administrator, arts",None,None
36,Canary Road,Anthony,Connolly,41,None,Single,Male,Dealer,None,None
37,Canary Road,Jayne,Dodd,58,Head,Single,Female,Cytogeneticist,None,Christian
37,Canary Road,Sally,Adams,35,None,Single,Female,"Surveyor, insurance",None,None
38,Canary Road,Bradley,Bolton,39,Head,Divorced,Male,Equality and diversity officer,None,None
38,Canary Road,Janet,Bolton,9,Daughter,NA,Female,Student,None,NA
38,Canary Road,Bethan,Bolton,9,Daughter,NA,Female,Student,None,NA
38,Canary Road,Maureen,Bolton,4,Daughter,NA,Female,Child,None,NA
38,Canary Road,Kyle,Bolton,4,Son,NA,Male,Child,None,NA
39,Canary Road,Claire,Nicholls,38,Head,Married,Female,Land/geomatics surveyor,None,None
39,Canary Road,Roger,Nicholls,39,Husband,Married,Male,Unemployed,None,None
39,Canary Road,Gerald,Nicholls,14,Son,NA,Male,Student,None,NA
39,Canary Road,Sharon,Russell-Nicholls,14,Daughter,NA,Female,Student,None,NA
40,Canary Road,Elaine,Hall,38,Head,Divorced,Female,Unemployed,None,Christian
40,Canary Road,Shane,Hall,2,Son,NA,Male,Child,None,NA
41,Canary Road,Jemma,Ward,42,Head,Single,Female,"Biochemist, clinical",None,Christian
41,Canary Road,Joyce,Allan,50,None,Single,Female,"Editor, film/video",None,None
41,Canary Road,Kimberley,Burton,48,None,Single,Female,Health service manager,None,None
42,Canary Road,Geoffrey,Jones-Nelson,42,Head,Married,Male,"Chemist, analytical",None,None
42,Canary Road,Hayley,Jones-Nelson,38,Wife,Married,Female,"Designer, exhibition/display",None,None
43,Canary Road,Martin,Lewis,51,Head,Married,Male,Community pharmacist,None,Catholic
43,Canary Road,Dawn,Turner,51,Wife,Married,Female,"Librarian, academic",None,None
43,Canary Road,Margaret,Lewis,14,Daughter,NA,Female,Student,None,NA
